Model,Image_Name,Prompt_Type,Prompt_Text,IoU,F1_Score,Boundary_IoU,GT_Path,Pred_Path
instructseg,yong_01,appearance,the woman in white clothes and dark pants,0.9651,0.9823,0.9595,gt_masks/person/yong_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_1_appearance_1.png
instructseg,yong_01,spatial,the foreground human figure,0.9766,0.9881,0.9742,gt_masks/person/yong_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_1_spatial_2.png
instructseg,yong_01,spatial,the foreground woman on the left side,0.9661,0.9828,0.961,gt_masks/person/yong_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_1_spatial_3.png
instructseg,yong_01,action,the standing woman near the left foreground,0.9661,0.9828,0.9607,gt_masks/person/yong_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_1_action_4.png
instructseg,yong_01,appearance,the background masked woman,0.9687,0.9841,0.9847,gt_masks/person/yong_01_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_2_appearance_1.png
instructseg,yong_01,spatial,the background human figure,0.9671,0.9833,0.9868,gt_masks/person/yong_01_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_2_spatial_2.png
instructseg,yong_01,spatial,the background masked woman near the center-right,0.9647,0.9821,0.9811,gt_masks/person/yong_01_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_2_spatial_3.png
instructseg,yong_01,action,the walking masked woman in the mid-background,0.965,0.9822,0.9885,gt_masks/person/yong_01_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_01_person_2_action_4.png
instructseg,yong_02,appearance,the woman in white clothes and dark pants,0.958,0.9786,0.9806,gt_masks/person/yong_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_02_person_1_appearance_1.png
instructseg,yong_02,spatial,the visible human figure,0.9626,0.981,0.9832,gt_masks/person/yong_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_02_person_1_spatial_2.png
instructseg,yong_02,action,the woman walking in side view,0.9606,0.9799,0.9835,gt_masks/person/yong_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_02_person_1_action_3.png
instructseg,yong_02,action,the walking woman facing right,0.9628,0.9811,0.9831,gt_masks/person/yong_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_02_person_1_action_4.png
instructseg,yong_03,appearance,the woman in white clothes and dark pants,0.9775,0.9886,0.9743,gt_masks/person/yong_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_03_person_1_appearance_1.png
instructseg,yong_03,spatial,the visible human figure,0.9704,0.985,0.9684,gt_masks/person/yong_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_03_person_1_spatial_2.png
instructseg,yong_03,action,the foreground woman making a peace sign,0.9699,0.9847,0.9679,gt_masks/person/yong_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_03_person_1_action_3.png
instructseg,yong_03,action,the woman posing near the left side,0.9768,0.9883,0.9734,gt_masks/person/yong_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_03_person_1_action_4.png
instructseg,yong_04,appearance,the woman in white clothes and dark pants,0.9718,0.9857,0.961,gt_masks/person/yong_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_1_appearance_1.png
instructseg,yong_04,spatial,the foreground human figure,0.9721,0.9859,0.9615,gt_masks/person/yong_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_1_spatial_2.png
instructseg,yong_04,action,the foreground woman making a peace sign on the left,0.9719,0.9857,0.9609,gt_masks/person/yong_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_1_action_3.png
instructseg,yong_04,action,the posed woman near the left foreground,0.9724,0.986,0.9617,gt_masks/person/yong_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_1_action_4.png
instructseg,yong_04,appearance,the background masked woman,0.9542,0.9766,0.9814,gt_masks/person/yong_04_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_2_appearance_1.png
instructseg,yong_04,spatial,the middle human figure,0.9476,0.9731,0.9818,gt_masks/person/yong_04_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_2_spatial_2.png
instructseg,yong_04,action,the walking masked woman near the center,0.9542,0.9766,0.9789,gt_masks/person/yong_04_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_2_action_3.png
instructseg,yong_04,action,the center walking woman,0.9539,0.9764,0.9787,gt_masks/person/yong_04_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_2_action_4.png
instructseg,yong_04,action,the walking man on the right side,0.9501,0.9744,0.9755,gt_masks/person/yong_04_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_3_action_1.png
instructseg,yong_04,spatial,the right-side human figure,0.0,0.0,0.0,gt_masks/person/yong_04_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/yong_04_person_3_spatial_2.png
instructseg,yong_05,appearance,the woman in white clothes and dark pants,0.9725,0.9861,0.9718,gt_masks/person/yong_05_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_05_person_1_appearance_1.png
instructseg,yong_05,spatial,the cropped human figure,0.9755,0.9876,0.9728,gt_masks/person/yong_05_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_05_person_1_spatial_2.png
instructseg,yong_05,spatial,the partially visible woman at the far left edge,0.0,0.0,0.0,gt_masks/person/yong_05_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_05_person_2_spatial_1.png
instructseg,yong_05,spatial,the cropped woman on the left border,0.0,0.0,0.0,gt_masks/person/yong_05_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/yong_05_person_2_spatial_2.png
instructseg,yong_06,appearance,the walking man in a black top and light blue jeans,0.9695,0.9845,0.9781,gt_masks/person/yong_06_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_5_appearance_1.png
instructseg,yong_06,appearance,the visible male figure,0.9688,0.9841,0.9786,gt_masks/person/yong_06_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_5_appearance_2.png
instructseg,yong_06,action,the man walking toward the right side,0.9695,0.9845,0.9784,gt_masks/person/yong_06_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_5_action_3.png
instructseg,yong_06,spatial,the man near the left-center area,0.9692,0.9844,0.9779,gt_masks/person/yong_06_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_5_spatial_4.png
instructseg,yong_06,spatial,the partially visible person at the far left edge,0.8952,0.9447,0.9681,gt_masks/person/yong_06_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_4_spatial_1.png
instructseg,yong_06,spatial,the cropped person on the left border,0.9052,0.9502,0.9647,gt_masks/person/yong_06_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_4_spatial_2.png
instructseg,yong_06,spatial,the partially visible woman at the far left edge,0.8752,0.9334,0.9602,gt_masks/person/yong_06_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_4_spatial_3.png
instructseg,yong_06,spatial,the cropped woman on the left border,0.9049,0.9501,0.9648,gt_masks/person/yong_06_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/yong_06_person_4_spatial_4.png
instructseg,yong_07,appearance,the woman in white clothes and dark pants,0.968,0.9837,0.969,gt_masks/person/yong_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_07_person_1_appearance_1.png
instructseg,yong_07,spatial,the partially visible woman at the far left edge,0.963,0.9812,0.9683,gt_masks/person/yong_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_07_person_1_spatial_2.png
instructseg,yong_07,spatial,the cropped woman on the left border,0.9604,0.9798,0.9821,gt_masks/person/yong_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/yong_07_person_1_spatial_3.png
instructseg,road_01,appearance,the woman in white clothes and dark pants,0.9588,0.979,0.9757,gt_masks/person/road_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_01_person_1_appearance_1.png
instructseg,road_01,action,the woman raising both arms to make a V pose,0.9574,0.9782,0.9757,gt_masks/person/road_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_01_person_1_action_2.png
instructseg,road_01,spatial,the front-facing woman,0.9645,0.9819,0.981,gt_masks/person/road_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_01_person_1_spatial_3.png
instructseg,road_02,appearance,the woman in white clothes and dark pants,0.9562,0.9776,0.9696,gt_masks/person/road_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_02_person_1_appearance_1.png
instructseg,road_02,action,the woman standing and making a V pose with both arms,0.9642,0.9818,0.9713,gt_masks/person/road_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_02_person_1_action_2.png
instructseg,road_02,appearance,the person with messy black hair wearing a black long-sleeve top and light blue jeans,0.9613,0.9803,0.9866,gt_masks/person/road_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_02_person_2_appearance_1.png
instructseg,road_02,spatial,the person on the left side of the center line with their back to the camera,0.9592,0.9792,0.9878,gt_masks/person/road_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_02_person_2_spatial_2.png
instructseg,road_02,action,the person walking or running away,0.9622,0.9807,0.9878,gt_masks/person/road_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_02_person_2_action_3.png
instructseg,road_03,appearance,the woman in white clothes and dark pants,0.9085,0.9521,0.8742,gt_masks/person/road_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_03_person_1_appearance_1.png
instructseg,road_03,action,the smiling woman making a V pose with her right arm raised highest,0.9292,0.9633,0.8796,gt_masks/person/road_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_03_person_1_action_2.png
instructseg,road_03,spatial,the woman slightly turned to the front,0.9078,0.9517,0.8731,gt_masks/person/road_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_03_person_1_spatial_3.png
instructseg,road_03,appearance,the person wearing a black long-sleeve top and light blue jeans,0.8861,0.9396,0.9608,gt_masks/person/road_03_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_03_person_2_appearance_1.png
instructseg,road_03,spatial,the person far away on the left side of the center line,0.9132,0.9546,0.9718,gt_masks/person/road_03_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_03_person_2_spatial_2.png
instructseg,road_03,action,the person walking towards the camera,0.0,0.0,0.0,gt_masks/person/road_03_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_03_person_2_action_3.png
instructseg,road_04,appearance,the woman in white clothes and dark pants,0.9635,0.9814,0.9846,gt_masks/person/road_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_1_appearance_1.png
instructseg,road_04,action,the woman with her left arm slightly bent,0.0,0.0,0.0,gt_masks/person/road_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_1_action_2.png
instructseg,road_04,spatial,the woman turned towards the back-left showing her side and back,0.9662,0.9828,0.9873,gt_masks/person/road_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_1_spatial_3.png
instructseg,road_04,appearance,the person with dark hair wearing a light long-sleeve top and loose dark pants,0.9274,0.9623,0.9442,gt_masks/person/road_04_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_3_appearance_1.png
instructseg,road_04,spatial,the person on the left side of the center line with their back to the camera,0.9271,0.9622,0.9442,gt_masks/person/road_04_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_3_spatial_2.png
instructseg,road_04,action,the person running forward,0.0,0.0,0.0,gt_masks/person/road_04_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_3_action_3.png
instructseg,road_04,appearance,the person in a black long-sleeve top and light blue jeans,0.0,0.0,0.0,gt_masks/person/road_04_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_2_appearance_1.png
instructseg,road_04,spatial,the person on the right edge near the bushes,0.9367,0.9673,0.9825,gt_masks/person/road_04_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_2_spatial_2.png
instructseg,road_04,action,the person walking inwards in side view,0.0,0.0,0.0,gt_masks/person/road_04_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_04_person_2_action_3.png
instructseg,road_05,appearance,the woman in white clothes and dark pants,0.0,0.0,0.0,gt_masks/person/road_05_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_05_person_1_appearance_1.png
instructseg,road_05,action,the smiling woman raising one hand above her head,0.9402,0.9692,0.9756,gt_masks/person/road_05_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_05_person_1_action_2.png
instructseg,road_05,spatial,the woman facing the camera,0.0,0.0,0.0,gt_masks/person/road_05_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_05_person_1_spatial_3.png
instructseg,road_05,appearance,"the person with dark hair wearing a light long-sleeve top, loose dark pants, and a mask",0.9509,0.9748,0.9849,gt_masks/person/road_05_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/road_05_person_3_appearance_1.png
instructseg,road_05,action,the person lightly running or walking towards the camera,0.9512,0.975,0.9856,gt_masks/person/road_05_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/road_05_person_3_action_2.png
instructseg,road_06,appearance,the woman in white clothes and dark pants,0.9663,0.9828,0.9747,gt_masks/person/road_06_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_06_person_1_appearance_1.png
instructseg,road_06,action,the woman looking up at the trees and sky with both arms down,0.9655,0.9825,0.9724,gt_masks/person/road_06_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_06_person_1_action_2.png
instructseg,road_06,appearance,the person wearing brown pants,0.9719,0.9857,0.9894,gt_masks/person/road_06_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/road_06_person_3_appearance_1.png
instructseg,road_06,spatial,the partially visible person at the far left edge,0.971,0.9853,0.9894,gt_masks/person/road_06_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/road_06_person_3_spatial_2.png
instructseg,road_06,appearance,the person wearing a dark top and light pants,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_06_person_2_appearance_1.png
instructseg,road_06,action,the person walking along the road,0.0,0.0,0.0,gt_masks/person/road_06_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/road_06_person_2_action_2.png
instructseg,road_07,appearance,the woman in white clothes and dark pants,0.9528,0.9759,0.9797,gt_masks/person/road_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_1_appearance_1.png
instructseg,road_07,action,the front-facing woman with arms spread wide to the sides,0.9569,0.978,0.9797,gt_masks/person/road_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_1_action_2.png
instructseg,road_07,appearance,"the person wearing a light shirt, dark pants, and a black bag",0.9418,0.97,0.9827,gt_masks/person/road_07_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_4_appearance_1.png
instructseg,road_07,spatial,the person with their back to the camera,0.0,0.0,0.0,gt_masks/person/road_07_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_4_spatial_2.png
instructseg,road_07,action,the person walking away,0.9583,0.9787,0.9825,gt_masks/person/road_07_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_4_action_3.png
instructseg,road_07,appearance,the person wearing a dark top and dark bottom,0.0,0.0,0.0491,gt_masks/person/road_07_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_5_appearance_1.png
instructseg,road_07,spatial,the person in back view,0.0,0.0,0.0506,gt_masks/person/road_07_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_5_spatial_2.png
instructseg,road_07,action,the person walking away from the camera,0.0,0.0,0.0654,gt_masks/person/road_07_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/road_07_person_5_action_3.png
instructseg,road_08,appearance,the woman in white clothes and dark pants,0.9535,0.9762,0.9731,gt_masks/person/road_08_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_08_person_1_appearance_1.png
instructseg,road_08,action,the front-facing woman raising her left hand to flip her hair,0.9415,0.9699,0.9664,gt_masks/person/road_08_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/road_08_person_1_action_2.png
instructseg,road_08,spatial,the person in back view,0.8962,0.9452,0.977,gt_masks/person/road_08_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_08_person_4_spatial_1.png
instructseg,road_08,action,the person walking away along the road,0.547,0.7072,0.5719,gt_masks/person/road_08_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_08_person_4_action_2.png
instructseg,road_08,appearance,the person wearing a light top and dark bottom,0.0,0.0,0.0563,gt_masks/person/road_08_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_08_person_4_appearance_3.png
instructseg,road_08,spatial,the person in back view,0.8962,0.9452,0.977,gt_masks/person/road_08_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_08_person_4_spatial_4.png
instructseg,road_08,action,the person walking away,0.6332,0.7754,0.5796,gt_masks/person/road_08_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_08_person_4_action_5.png
instructseg,road_09,spatial,the person in back view,0.5494,0.7092,0.5583,gt_masks/person/road_09_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_09_person_4_spatial_1.png
instructseg,road_09,action,the person walking away,0.5705,0.7265,0.8259,gt_masks/person/road_09_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_09_person_4_action_2.png
instructseg,road_09,spatial,the farthest person in back view,0.3347,0.5015,0.4495,gt_masks/person/road_09_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_09_person_4_spatial_3.png
instructseg,road_09,action,the person walking away along the road,0.5696,0.7258,0.8259,gt_masks/person/road_09_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/road_09_person_4_action_4.png
instructseg,road_10,appearance,the motorcyclist with a delivery box,0.268,0.4227,0.4616,gt_masks/person/road_10_person_6.png,/home/cjy/workspace/segment/results_instructseg/person/road_10_person_6_appearance_1.png
instructseg,road_10,spatial,the motorcyclist on the center-left,0.2785,0.4356,0.4615,gt_masks/person/road_10_person_6.png,/home/cjy/workspace/segment/results_instructseg/person/road_10_person_6_spatial_2.png
instructseg,road_10,action,the motorcyclist riding downhill,0.2658,0.42,0.4602,gt_masks/person/road_10_person_6.png,/home/cjy/workspace/segment/results_instructseg/person/road_10_person_6_action_3.png
instructseg,road_10,spatial,the person far away in back view,0.8533,0.9209,0.9838,gt_masks/person/road_10_person_5.png,/home/cjy/workspace/segment/results_instructseg/person/road_10_person_5_spatial_1.png
instructseg,road_11,appearance,the motorcyclist with a delivery box,0.1575,0.2721,0.4968,gt_masks/person/road_11_person_6.png,/home/cjy/workspace/segment/results_instructseg/person/road_11_person_6_appearance_1.png
instructseg,road_11,spatial,the motorcyclist in the center of the road,0.1585,0.2736,0.4946,gt_masks/person/road_11_person_6.png,/home/cjy/workspace/segment/results_instructseg/person/road_11_person_6_spatial_2.png
instructseg,road_11,action,the motorcyclist riding downhill,0.1637,0.2813,0.4989,gt_masks/person/road_11_person_6.png,/home/cjy/workspace/segment/results_instructseg/person/road_11_person_6_action_3.png
instructseg,road_12,spatial,the person in back view,0.9585,0.9788,0.978,gt_masks/person/road_12_person_7.png,/home/cjy/workspace/segment/results_instructseg/person/road_12_person_7_spatial_1.png
instructseg,road_12,action,the walking person,0.9595,0.9793,0.9804,gt_masks/person/road_12_person_7.png,/home/cjy/workspace/segment/results_instructseg/person/road_12_person_7_action_2.png
instructseg,statue_01,action,the person making V-sign hand gestures,0.9656,0.9825,0.9784,gt_masks/person/statue_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_01_person_1_action_1.png
instructseg,statue_01,appearance,the person wearing a white long-sleeved cardigan,0.9662,0.9828,0.9792,gt_masks/person/statue_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_01_person_1_appearance_2.png
instructseg,statue_01,spatial,the person in a full-body standing posture,0.9309,0.9642,0.9477,gt_masks/person/statue_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_01_person_1_spatial_3.png
instructseg,statue_02,appearance,the person with long straight black hair,0.9487,0.9736,0.9531,gt_masks/person/statue_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_02_person_1_appearance_1.png
instructseg,statue_02,action,the person making dual V-sign hand gestures,0.9569,0.978,0.9614,gt_masks/person/statue_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_02_person_1_action_2.png
instructseg,statue_02,appearance,the person with short black hair,0.0,0.0,0.0,gt_masks/person/statue_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/statue_02_person_2_appearance_1.png
instructseg,statue_02,appearance,the person wearing a black long-sleeved sweater,0.9653,0.9823,0.9788,gt_masks/person/statue_02_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/statue_02_person_2_appearance_2.png
instructseg,statue_03,appearance,the person with long straight black hair,0.9572,0.9781,0.9679,gt_masks/person/statue_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_03_person_1_appearance_1.png
instructseg,statue_03,action,the person making dual V-sign hand gestures,0.9581,0.9786,0.9686,gt_masks/person/statue_03_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_03_person_1_action_2.png
instructseg,statue_03,appearance,a partial limb and foot wearing a white sneaker,0.874,0.9328,0.9772,gt_masks/person/statue_03_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/statue_03_person_2_appearance_1.png
instructseg,statue_04,action,the person making V-sign hand gestures,0.9505,0.9746,0.9647,gt_masks/person/statue_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_04_person_1_action_1.png
instructseg,statue_04,appearance,the person wearing a white long-sleeved cardigan,0.9354,0.9666,0.957,gt_masks/person/statue_04_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_04_person_1_appearance_2.png
instructseg,statue_04,spatial,the person with long brown hair seen from the back,0.9766,0.9882,0.9223,gt_masks/person/statue_04_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/statue_04_person_3_spatial_1.png
instructseg,statue_04,appearance,the person wearing a beige or light pink long-sleeved top,0.979,0.9894,0.926,gt_masks/person/statue_04_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/statue_04_person_3_appearance_2.png
instructseg,statue_05,spatial,the partially occluded person,0.8223,0.9025,0.7612,gt_masks/person/statue_05_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/statue_05_person_3_spatial_1.png
instructseg,statue_05,spatial,the person with long brown hair visible behind the main subject's head,0.8356,0.9104,0.756,gt_masks/person/statue_05_person_3.png,/home/cjy/workspace/segment/results_instructseg/person/statue_05_person_3_spatial_2.png
instructseg,statue_06,appearance,close-up hand segments are blurring into the lens,0.9028,0.9489,0.8554,gt_masks/person/statue_06_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/statue_06_person_4_appearance_1.png
instructseg,statue_06,spatial,a finger on the left side of the screen,0.9116,0.9537,0.8616,gt_masks/person/statue_06_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/statue_06_person_4_spatial_2.png
instructseg,statue_07,spatial,the person in a full-body standing posture,0.9623,0.9808,0.9543,gt_masks/person/statue_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_07_person_1_spatial_1.png
instructseg,statue_07,action,the young woman holding a smartphone in her right hand,0.9657,0.9825,0.9647,gt_masks/person/statue_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_07_person_1_action_2.png
instructseg,statue_07,appearance,the woman wearing a white long-sleeved cardigan,0.9628,0.981,0.9625,gt_masks/person/statue_07_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_07_person_1_appearance_3.png
instructseg,statue_07,appearance,a blurry skin-toned artifact in the upper-left corner,0.9396,0.9688,0.8743,gt_masks/person/statue_07_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/statue_07_person_4_appearance_1.png
instructseg,statue_07,spatial,out-of-focus fingertip or hand segment is encroaching from the top-left edge,0.9324,0.965,0.88,gt_masks/person/statue_07_person_4.png,/home/cjy/workspace/segment/results_instructseg/person/statue_07_person_4_spatial_2.png
instructseg,statue_08,action,the young woman holding a smartphone in her right hand,0.9662,0.9828,0.955,gt_masks/person/statue_08_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_08_person_1_action_1.png
instructseg,statue_08,appearance,the woman wearing a white long-sleeved cardigan,0.9607,0.98,0.9538,gt_masks/person/statue_08_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_08_person_1_appearance_2.png
instructseg,statue_09,spatial,the woman in an upper body shot,0.9671,0.9833,0.9112,gt_masks/person/statue_09_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_09_person_1_spatial_1.png
instructseg,statue_09,appearance,the woman with long straight black hair,0.9668,0.9831,0.91,gt_masks/person/statue_09_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_09_person_1_appearance_2.png
instructseg,statue_09,appearance,the woman wearing a white long-sleeved cardigan,0.9589,0.979,0.8727,gt_masks/person/statue_09_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_09_person_1_appearance_3.png
instructseg,statue_10,spatial,"the woman in a full-body shot, positioned in the lower-left foreground",0.956,0.9775,0.973,gt_masks/person/statue_10_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_10_person_1_spatial_1.png
instructseg,statue_10,appearance,the woman with long straight black hair,0.9545,0.9767,0.9709,gt_masks/person/statue_10_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_10_person_1_appearance_2.png
instructseg,statue_10,appearance,the woman wearing a white long-sleeved cardigan,0.9614,0.9803,0.9766,gt_masks/person/statue_10_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_10_person_1_appearance_3.png
instructseg,statue_10,spatial,"the woman standing on a wide, light-colored tiled plaza",0.9535,0.9762,0.9697,gt_masks/person/statue_10_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/statue_10_person_1_spatial_4.png
instructseg,field_01,spatial,the woman in the central foreground,0.9713,0.9855,0.9765,gt_masks/person/field_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_01_person_1_spatial_1.png
instructseg,field_01,appearance,the woman in white top and grey flare jeans,0.9719,0.9857,0.9771,gt_masks/person/field_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_01_person_1_appearance_2.png
instructseg,field_01,action,the woman standing still and smiling,0.9727,0.9862,0.9776,gt_masks/person/field_01_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_01_person_1_action_3.png
instructseg,field_01,spatial,the background figure on the right side,0.9556,0.9773,0.9821,gt_masks/person/field_01_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_01_person_2_spatial_1.png
instructseg,field_01,appearance,the woman in beige top and brown pants,0.9544,0.9767,0.9819,gt_masks/person/field_01_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_01_person_2_appearance_2.png
instructseg,field_01,action,the woman walking across the field,0.0,0.0,0.0,gt_masks/person/field_01_person_2.png,/home/cjy/workspace/segment/results_instructseg/person/field_01_person_2_action_3.png
instructseg,field_02,spatial,the central figure facing the camera,0.9701,0.9848,0.9752,gt_masks/person/field_02_person_1.png,/home/cjy/workspace/segment/results_instructseg/person/field_02_person_1_spatial_1.png
